"topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","topic9","topic10","topic11","topic12","topic13","topic14","topic15","topic16","topic17","topic18","topic19","topic20","topic21","data$year"
0.0010529878,0.00014038853,0.0045005665,0.00039183948,9.0480236e-05,0.9782334,0.002080454,0.0017646502,6.579551e-05,0.00036054369,0.00076845667,0.0010626452,0.00111232,0.00061652972,0.0016607777,0.0014960981,0.00044418187,0.0003642386,0.0010143738,0.00023770858,0.0025415444,2001
0.14747755,0.041761376,0.15205906,0.0017000753,0.19841129,0.03210279,0.0023793764,0.0037687412,0.019470604,0.0010591873,0.017981084,0.0033926079,0.034637261,0.0035298467,0.0018050551,7.4123942e-05,0.32684126,0.0022033781,0.00078992482,0.0067763389,0.0017790865,2001
0.0003888853,0.00019226909,0.010374001,7.4723888e-05,8.7904351e-05,0.0031259353,0.00062990095,0.0048661297,1.1794973e-05,0.0039478894,0.008699391,0.0020582029,0.95425659,0.0023196966,0.0031587284,6.4995082e-05,0.00080385432,0.0011161362,0.0015070048,0.00085114472,0.0014648401,2001
0.15762268,0.0065791337,0.024392523,0.0032755411,0.0068234433,0.0046880557,0.0021785437,0.0015183371,0.0030382269,0.0056766486,0.40620756,0.014064384,0.077826962,0.012825521,0.13098754,0.0022746788,0.004358069,0.0029846993,0.0005795625,0.0042255335,0.12787236,2001
0.00045058189,0.00012907776,0.0057604341,0.0017322571,0.00016932169,0.0010782811,0.00099437882,0.96934652,0.00040567393,0.0022742976,0.0045976462,0.0012151228,0.0014397155,0.0011107685,0.0011439284,0.0014106221,0.0011665953,0.0012023031,0.0014764855,0.0017197073,0.0011762995,2001
3.8950406e-05,1.9520885e-06,0.008211717,0.29122311,0.6125716,4.7449098e-06,0.009784529,0.0032555701,0.00021290829,0.00015385992,0.0051715164,0.003824529,3.5579793e-05,0.00041579906,2.291505e-05,7.5683434e-05,6.5567627e-05,3.5928533e-05,0.00047256914,0.064267129,0.00015387712,2001
0.0025768336,0.00024536971,0.078236498,0.027776098,0.0012148622,0.0027577328,0.0044168695,0.03260763,0.00022793771,0.010626833,0.16376227,0.0044793943,0.010215597,0.15445773,0.013604188,0.0025206353,0.0012349354,0.0042667803,0.42618302,0.034691263,0.023897534,2001
0.00066474645,0.00088168366,0.02728546,0.0031466219,0.025524778,0.00071357389,0.0025487342,0.096444212,0.00076175079,0.0095350053,0.39834839,0.0055706338,0.0038231362,0.084722973,0.29926315,0.006196171,0.00039320148,0.0093161864,0.0037582959,0.0091587622,0.011942503,2001
0.00084870629,0.0022270426,0.0051590335,0.0043679927,0.060832843,0.0010640222,0.017590942,0.064904086,0.0024114496,0.0028703879,0.035292182,0.0031873141,0.00043914284,0.0054115066,0.0053166063,0.31480208,0.0011656906,0.46121675,0.0021107688,0.0053888871,0.0033925821,2001
0.00071046338,7.8801539e-05,0.01473901,0.00094231952,0.010316613,4.3980443e-05,0.0042613056,0.014200111,6.8380992e-05,0.021501876,0.088484161,0.010295114,0.27627894,0.0019281565,0.0034944902,0.00049891451,0.0031753941,0.42592183,0.0041210637,0.11782108,0.0011179972,2001
0.0026591644,0.0032946235,0.27341193,0.0025235403,0.0030285919,0.00051569659,0.0005055166,0.0066931578,0.00036945564,0.00243928,0.0083143516,0.0020176007,0.33415365,0.21857569,0.0073805247,7.1338807e-05,0.016352208,0.090906672,0.015318521,0.010831028,0.00063746917,2001
0.00080182886,0.44987968,0.042030923,0.0011887634,0.013800879,0.0026460118,0.0068095047,0.0068835053,0.00014962042,0.003377415,0.11632147,0.0014201635,0.0074656755,0.0063053342,0.31442866,0.0051570833,0.00056846294,0.0093483785,0.0027304396,0.0004160245,0.0082701566,2001
6.2137173e-05,2.9992778e-05,0.00026679938,0.0021116086,0.25298503,8.9007162e-06,0.0085653774,0.0057714339,0.0001242062,0.00066527969,0.68625033,0.0016544426,0.0030083584,0.00020877767,0.0041304515,0.00029427183,5.4458756e-05,0.0032102326,0.0003718292,0.026621025,0.003605084,2001
5.3360203e-05,6.6825822e-05,0.56524205,0.0038170347,1.5095857e-06,0.0025224264,0.00021845989,0.2769914,0.01095799,0.0048080948,0.017293843,0.00025863503,0.0046094391,0.011568833,0.0050966348,0.0021554807,0.035802849,4.4991421e-06,0.00015675437,0.0016949737,0.056678925,2001
0.00023602815,5.347767e-05,0.0083427383,0.00011689443,0.0011651129,3.1253185e-05,0.00051193335,0.0045290347,7.304975e-06,0.0046203532,0.012453981,0.0025674189,0.95318985,0.00055918953,0.0021147609,3.392675e-05,0.0011992166,0.0040278574,0.00065014837,0.0032309762,0.00035851821,2002
0.00010012972,0.00015771245,0.00046402568,0.91554898,0.030556647,5.1412489e-06,0.0049866717,0.0037508968,5.8847778e-08,0.0012797172,0.0096448846,0.013633913,0.00035182948,0.00074305985,0.00063193304,0.0033881404,6.3654268e-05,9.7546399e-06,0.0014837416,0.0061216941,0.0070773875,2002
0.00027543749,1.5370606e-05,0.031862009,0.001814359,0.019079514,7.8612517e-05,0.21469268,0.0055449726,0.0003447686,0.0020000641,0.62452573,0.058172498,0.00057444006,0.00024552582,0.0032582041,0.00061463268,0.00018275976,0.0080515984,0.0011787018,0.020055048,0.0074330908,2002
0.041023627,0.0066043292,0.0052654329,0.0040838621,0.0030182418,0.00097474683,0.0015440291,0.0010541166,0.0010872998,0.0055187242,0.34872797,0.00774492,0.0066628843,0.095852435,0.44237646,0.0045449222,0.00070462632,0.0017480399,0.00052345527,0.002724211,0.018215653,2002
7.8506091e-05,2.5903408e-05,0.0036544527,0.00089245371,0.0031489159,0.00012394761,0.9748854,0.0013516465,0.00010457396,0.00020937918,0.0028662116,0.0047802445,2.9336277e-05,5.6751931e-05,0.0001028557,0.001690337,0.00015450873,0.0025693763,0.00047815859,0.0022099197,0.00058714347,2002
7.9912119e-05,4.5438956e-06,0.02665345,0.0081235459,0.59875083,4.778889e-06,0.0076114186,0.0043350118,0.00028002501,0.00053962582,0.3011494,0.011365753,0.00096297183,0.00036657607,0.00070068229,1.7364748e-05,6.4370681e-05,0.0002093712,0.00030762661,0.037873011,0.00059974031,2002
2.5126221e-05,3.6160852e-06,0.0021519451,0.0045614452,0.96293044,7.4853847e-06,0.021258481,0.00059416454,9.6978882e-05,1.7675198e-05,0.003053881,0.0022146574,4.2453077e-05,3.4230245e-05,3.4827543e-05,3.5460544e-05,2.3305598e-05,4.3915734e-05,5.3533451e-05,0.0027302336,8.6117798e-05,2002
0.0024904262,0.00091808761,0.015330339,0.0015159365,0.0004992169,0.1571414,0.050381556,0.010252137,0.00050247158,0.0070943888,0.004527058,0.0047003613,0.010844562,0.0017025728,0.0039506643,0.0078331726,0.69929606,0.0037483922,0.0052001723,0.0034209781,0.0086500496,2002
0.00019903075,5.7618931e-06,0.040500015,0.003481016,0.016246147,8.6553722e-05,0.018331833,0.04911571,0.00047963811,0.0019822926,0.13778977,0.67392337,0.00050462328,0.00022155035,0.0013272825,0.00055765692,0.00024285509,0.0093622841,0.00043664308,0.040117495,0.0050884848,2002
0.00042199282,9.3529816e-06,0.022422083,0.55226302,0.063358404,6.5809261e-05,0.07122872,0.013600794,0.00055822037,0.0031307375,0.035798512,0.01512965,3.8893875e-05,0.0011217216,0.00020611836,0.0049169729,0.00037627353,0.0046214871,0.0049383375,0.2011441,0.0046487814,2002
9.4826501e-06,3.6668523e-06,0.0072691687,0.0022514323,0.017638193,3.2769571e-05,0.17087521,0.00083975896,0.00010802797,1.4513654e-05,0.002135765,0.79528242,0.00010906717,4.415723e-05,7.4292497e-05,3.0042496e-05,5.8059821e-05,9.3026109e-05,6.7014997e-05,0.00295862,0.00010534122,2002
0.0032939184,0.0015162046,0.0030951542,0.93396103,0.0043854215,0.0001675769,0.0017303099,0.0014495811,0.0012762488,0.00045923135,0.02492178,0.0046494808,0.00025807309,0.0033846616,0.00096528535,0.0020725774,0.0011631744,0.0007004303,0.00074320071,0.002704256,0.0071024098,2002
0.017156931,0.0046247877,0.004439543,0.161557,0.00203592,0.00079446431,0.0025454713,0.001940523,0.00083964417,0.0022460807,0.012600153,0.0040489398,0.0022175841,0.76199609,0.0010323334,0.003960859,0.0019158857,0.00089860742,0.001079076,0.0050016688,0.0070684291,2002
0.00023065927,1.1546909e-05,0.41982931,0.0028415832,0.0031665438,0.00034844936,0.013562312,0.0060930862,0.00012833116,0.00059785548,0.02192704,0.50840151,0.00049637625,0.00022127602,0.0007389026,0.00035246558,0.00039942231,0.0030962306,0.00039953418,0.010163929,0.0069936118,2002
0.0002879641,0.00016311112,0.0033157989,0.0053254641,9.0591886e-05,0.00086777611,0.001598658,0.0056770947,2.6266509e-05,0.0015187113,0.0029434343,0.00032584471,0.001060095,0.010977348,0.0015376572,0.00076696638,0.00028560252,0.00071912003,0.95789319,0.0016790115,0.0029402769,2002
0.0025698009,0.0013133251,0.030946739,0.00013437428,0.0057555987,0.00038913629,0.016382718,0.0030582314,0.00049512513,0.0046594129,0.023477616,0.0010343542,0.65281969,0.24676216,0.0011579053,0.00025771293,0.00030531274,0.00014957016,0.0025680298,0.0024626758,0.0033005367,2002
3.5816494e-05,1.4523949e-06,0.0075893919,0.0082835732,0.88998157,4.5334477e-06,0.0073076459,0.0022877089,0.00021841639,0.00015622583,0.014808754,0.0045465655,0.00014376634,0.00015408802,5.1116767e-05,3.0653799e-05,4.9734444e-05,5.1698498e-05,0.00013254644,0.064021759,0.00014297849,2002
0.00040066184,0.0014015666,0.001871342,0.0057162768,0.090182714,1.263308e-05,0.007350347,0.28124768,3.1605492e-07,0.028578112,0.31083027,0.023914583,0.2002677,0.0019188004,0.0083060786,0.0016762741,0.00042470955,0.00012786614,0.000651879,0.025021361,0.010098856,2002
4.6537029e-05,0.00028619522,0.0019332131,0.00048699067,0.0062293932,0.0006740797,0.96291363,0.0021289568,0.00048304995,0.00016636343,0.005963264,0.0025158527,0.00011428083,0.0011915315,0.000537213,0.0059167133,0.00039665299,0.0025236015,0.0014555027,0.0031643973,0.00087256246,2002
0.00011231465,3.3798799e-05,0.004916931,0.00099044561,0.0035704279,0.00015798408,0.96849823,0.0015578176,0.00014392658,0.00027516927,0.0033569597,0.0061908304,3.6282941e-05,6.3903666e-05,0.00013356129,0.0025329564,0.00020514529,0.0030454539,0.00053032441,0.0029331094,0.00071440864,2003
0.016056344,5.2830426e-05,0.037675228,0.0013124066,0.065762378,8.6771615e-06,0.0071963379,0.0064714127,0.00052157551,0.0010232781,0.22966486,0.090359367,0.0019348306,0.00051596173,0.001763145,0.0008159214,0.00021623916,0.52568322,0.0084704421,0.0032490205,0.0012465237,2003
0.00094222015,0.0021994731,0.012877399,0.003066445,0.003223358,6.2456551e-05,0.00058618566,0.51395011,0.0034290038,0.0024990099,0.0048355823,0.00080638996,0.0079526352,0.0054490617,0.0022570891,0.00025575314,0.24146569,0.18060759,0.00387606,0.0094918627,0.00016661965,2003
1.8293726e-05,8.9704804e-07,0.01020916,0.00039559323,0.0010808136,5.126894e-05,0.0085809603,0.001667,3.4484045e-05,9.105575e-05,0.0062262337,0.96627885,7.199277e-05,2.4505684e-05,0.00018709777,7.8910736e-05,3.6647401e-05,0.0017711025,5.0598137e-05,0.0021845973,0.0009599232,2000
0.00030682114,0.0024155478,0.0006765729,0.0027636015,0.16849838,0.00019803079,0.30458206,0.0027825995,1.5603815e-07,0.0037350731,0.063002273,0.24215077,0.035991762,0.00037589727,0.13288932,0.0096270461,0.00020375743,0.00011322279,0.00099755707,0.0057377554,0.022951795,2003
3.691368e-05,0.00029668983,3.6918351e-05,0.0014528799,0.058589857,1.7124621e-05,0.91454655,0.00061646395,8.168422e-08,0.00022336468,0.0039498159,0.01086247,0.00054168323,5.1875926e-05,0.00038384495,0.0038373533,5.5198674e-05,1.9446437e-05,0.00027264829,0.002534582,0.001674215,2003
0.0002589768,0.00040853152,0.0030506607,0.0011757071,0.01680477,0.00022324662,0.0071430267,0.0070501212,8.4101979e-05,0.0052600713,0.61855006,0.005633242,0.11148083,0.0018424488,0.10754837,0.00032202771,0.00046508864,0.0049037361,0.0022446346,0.012555449,0.092994906,2001
7.2233517e-05,9.8799874e-06,0.95219058,0.0059666173,0.018017203,2.5256617e-05,0.0016402474,0.0017233629,6.2223626e-05,8.750656e-05,0.0062713069,0.0067037721,0.00058052316,0.00030332481,0.00011422043,8.4425601e-06,0.00019037684,1.2840171e-05,0.00013927007,0.0054478925,0.00043289529,2003
0.0010553491,0.0021129793,0.97129959,0.0023270077,0.001267333,8.7538974e-05,0.00078143069,0.0016372702,0.0017096507,6.5336579e-05,0.0043209153,0.0012919031,0.0021952027,0.003934742,0.00031112702,1.549789e-05,0.0015454772,0.00024954195,0.00030727722,0.0029640424,0.00052080129,2001
4.9075497e-05,3.4155553e-05,0.0022113679,0.00017929361,4.4736575e-07,0.97397369,0.00046625233,0.00065802224,0.0018783051,0.001077177,0.00096798479,3.1994066e-05,0.0011206224,0.0043217707,0.0031798189,0.0030147433,0.0014697103,1.6406254e-06,2.5124498e-05,7.470994e-05,0.0052641165,2001
0.00046631673,0.00037088399,0.00091474131,0.0013639909,0.012153058,0.00067457353,0.028985567,0.011274634,0.003075615,0.0034125291,0.015909106,0.01515353,0.0021653359,0.00036862562,0.00012132413,0.003737207,0.00061654858,0.00019663255,0.0030301616,0.89306706,0.0029425321,2001
0.00076234777,4.2705844e-05,0.079813875,0.0044007888,0.0066875857,0.0012008549,0.018160278,0.0087633952,0.00037664664,0.0046455692,0.033032101,0.044349279,0.00077166117,0.00043744879,0.0021656025,0.00069741724,0.50296849,0.007194805,0.0018452811,0.0053520412,0.27633184,2000
4.8854687e-05,5.3322306e-06,0.0043440922,0.17743729,0.80080581,5.6118606e-06,0.0059637171,0.0012968797,0.00011466476,3.892299e-05,0.0032743074,0.0019786223,2.3076547e-05,0.00012096352,3.6791775e-05,5.8802711e-05,3.4988352e-05,4.3694636e-05,0.00020942536,0.0039901468,0.0001680345,2003
0.00042087355,6.1856335e-05,0.019005317,0.0045807571,0.012367756,0.0012226485,0.83036852,0.0025860516,0.00029441228,0.00055621599,0.013124693,0.018073875,7.7628953e-05,0.00034114654,0.0011332403,0.0023599935,0.0005790533,0.0060281996,0.0037113493,0.0030169217,0.080089472,2000
0.11878081,0.00015428018,0.050844446,0.50723338,0.02975793,0.00044614516,0.0074894419,0.013745263,0.000582234,0.0064540296,0.074813806,0.11502499,0.0059156711,0.0036944374,0.012185157,0.00778127,0.0036363357,0.01439301,0.0052480334,0.013830595,0.00798875,2003
0.00010765471,1.2500839e-05,0.70371699,0.0095407264,0.01886151,1.8258703e-05,0.0030318818,0.12272531,0.00054065988,0.0014276975,0.01290638,0.011638132,0.0013428656,0.0012163464,0.0001026167,3.2732274e-05,0.00079449004,4.0765954e-05,0.00030525782,0.1113409,0.00029635517,2003
0.00014672412,2.329263e-05,0.0011160892,0.0033203727,0.95587695,3.5536152e-06,0.012903299,0.0013954135,2.392002e-06,0.0001123253,0.016365331,0.00075229461,0.00079278363,0.00039498424,0.00017254455,0.0014795681,0.0001438734,5.644152e-05,0.00010463746,0.0029137379,0.0019233729,2003
0.00055200869,0.00053431425,0.015275181,0.029747024,0.010238126,3.1237632e-05,0.00064163504,0.0020733457,0.00066249107,0.00084301044,0.031138364,0.00043279066,0.0046574827,0.0095667103,0.0084368931,5.7077643e-05,0.0029433758,0.0064015868,0.85939479,0.015383953,0.00098859065,2003
0.00038193801,0.00058319949,7.3440802e-05,0.0020354746,0.010010404,9.2932736e-05,0.023188738,0.0060547744,0.00033355196,0.0022682378,0.010144503,0.00079184002,0.00046330175,0.00048559002,0.0031894832,0.88491327,0.00025219246,0.04323256,0.0004908574,0.010026654,0.00098705711,2003
2.5959313e-05,1.1785738e-05,0.0033527086,0.0069543184,0.29604003,2.4483279e-05,0.67672443,0.0012636926,0.00019802885,3.2887376e-05,0.002912967,0.0067948904,6.2500563e-05,0.00010118896,4.4883047e-05,0.00013205434,7.219697e-05,8.5354623e-05,0.00021217066,0.0048627262,9.0749578e-05,2000
9.8850206e-10,3.304226e-11,0.0053093946,0.00055438059,0.0025365571,0.95668364,0.0082923938,0.00087418832,0.00014033885,0.00051012466,0.0019456581,0.001015995,0.0017462132,0.0027671324,0.0016461181,0.0052044434,2.8448003e-05,5.3814212e-08,0.0012083212,0.0015229316,0.0080136647,2003
0.0033631856,0.0016868868,0.0066378517,0.0078163426,0.043840874,0.0078822868,0.43171412,0.01457444,0.00096859207,0.001998021,0.046104394,0.01142205,0.0050911754,0.0015679951,0.0060291537,0.0258558,0.0032098554,0.34990868,0.011440994,0.0092315255,0.0096557662,2003
0.45479399,0.00028202083,0.08202979,0.0278116,0.21972971,0.0050834441,0.037560217,0.0083412677,0.0010500968,0.0045261956,0.029003229,0.0087902974,0.00045896182,0.0032269862,0.0026638214,0.01757396,0.00098253624,0.018979123,0.0016550114,0.0050286846,0.070429064,2001
5.3819454e-05,3.7929979e-06,0.016904546,0.0046204361,0.46185774,2.8485124e-06,0.0060171117,0.0024904723,0.00015310894,0.00030188082,0.48528406,0.0086173331,0.00087991648,0.00023719577,0.00097812829,7.7346858e-06,2.9398037e-05,0.00020315105,0.0001993211,0.010604078,0.00055392669,2001
5.2381129e-05,7.4101874e-05,0.0086419461,0.0010578934,0.0021651862,4.9586277e-05,0.00043079632,0.95560658,0.00071467925,0.0014814894,0.014964776,0.0008100206,0.00031967743,0.0030995959,0.00043805342,0.00078905874,0.00042452154,0.0015765332,0.00037513356,0.0062268237,0.00070118334,2001
4.0333725e-05,1.0971577e-05,0.057483692,0.00053980824,0.0079062982,0.00017057617,0.0038069177,0.0093286587,0.00048540914,0.00064146268,0.4508746,0.4130531,0.0018324729,0.0021933694,0.0039468748,0.00029386327,0.00020261438,0.0039478713,0.00053232745,0.037748583,0.0049601956,2000
4.599442e-05,4.6952687e-06,0.0029920035,0.061884381,0.91934717,5.0702342e-06,0.0053920476,0.0009031326,0.00011220777,3.3783828e-05,0.0033819869,0.0016561981,2.5699095e-05,7.2936076e-05,3.7982052e-05,5.0339389e-05,2.933993e-05,4.4728582e-05,0.00013242128,0.0037079745,0.00013989805,2004
0.00013582116,0.00011726166,0.015407571,0.0013118621,0.0087194219,5.3255866e-05,0.00059142208,0.7339282,0.0014357205,0.0027796659,0.20293666,0.002510807,0.0010565441,0.0033680436,0.0025544355,0.00086215517,0.00049879518,0.0048301718,0.0006932813,0.013823264,0.0023856626,2004
0.00060119893,1.423077e-05,0.1059521,0.0020069596,0.0078162625,7.1102935e-05,0.0039831395,0.0039506275,0.00017825613,0.0027656397,0.77538741,0.01681615,0.00070863322,0.00033264584,0.0067709694,0.00015437578,0.00019279317,0.0054112771,0.0012723308,0.0074970047,0.058116913,2004
0.0030264647,0.0014331342,0.016909719,0.00038510285,0.00028851684,0.56135744,0.002739575,0.0047171512,9.6331525e-05,0.0046794252,0.012965614,0.0050218613,0.044463672,0.001906661,0.31671911,0.0032081075,0.0011194351,0.0020613619,0.0044320351,0.00053471891,0.011934579,2003
0.0034330275,8.6966218e-05,0.012959988,0.0023347237,0.021434525,1.6420518e-05,0.58189464,0.0013216585,0.00041743115,0.00022670509,0.013696249,0.011529176,0.00018254413,0.00035228502,0.00039397055,0.0026398781,0.00022155713,0.0059401779,0.33785161,0.002500986,0.00056548527,2004
